year,country,WEF_defacto_score,EF_PR_dejure_score,treatment_TRIPS,TRIPS_law_conformity,non_TRIPS_sum,EF_overall_score,EF_trade_freedom,borders_treated
2019,United.States,1.81968413,1.567537325,1,1,166,1.526142013,1.104120371,0
2006,Uruguay,-0.060518595,1.14378607,0,1,0,0.395790281,0.151924876,0
2007,Uruguay,0.127501677,1.14378607,0,1,0,0.700493791,0.637357874,0
2008,Uruguay,0.127501677,1.14378607,0,1,0,0.651348064,0.768051373,0
2009,Uruguay,0.127501677,1.14378607,0,1,0,0.76929781,0.805392373,0
2011,Uruguay,0.221511813,1.14378607,0,1,0,0.857760119,0.768051373,0
2012,Uruguay,0.221511813,1.14378607,0,1,0,0.847930974,0.758716123,0
2013,Uruguay,0.31552195,1.14378607,0,1,0,0.828272683,0.758716123,0
2014,Uruguay,0.31552195,1.14378607,0,1,0,0.788956101,0.721375123,0
2015,Uruguay,0.691562495,1.14378607,0,1,0,0.720152082,0.656028374,0
2016,Uruguay,0.973592903,1.14378607,0,1,0,0.739810373,0.544005374,0
2017,Uruguay,0.879582767,1.152899,0,1,0,0.828272683,0.544005374,0
2018,Uruguay,0.879582767,1.111890814,0,1,0,0.779126955,0.525334874,0
2019,Uruguay,0.879582767,1.066326163,0,1,0,0.720152082,0.357300375,0
2006,Venezuela,-1.470670639,-0.678799972,0,1,0,-1.638842837,-1.098998618,0
2007,Venezuela,-1.564680775,-0.678799972,0,1,0,-1.314481035,-1.267033117,0
2008,Venezuela,-1.658690912,-1.590092994,0,1,0,-1.629013691,-1.883159614,0
2009,Venezuela,-1.658690912,-1.817916249,0,1,0,-2.100812675,-1.416397116,0
2011,Venezuela,-1.846711184,-1.817916249,0,1,0,-2.326883021,-1.267033117,0
2012,Venezuela,-1.94072132,-1.817916249,0,1,0,-2.277737294,-1.491079116,0
2013,Venezuela,-2.034731457,-1.817916249,0,1,0,-2.474320204,-1.491079116,0
2014,Venezuela,-2.034731457,-1.817916249,0,1,0,-2.454661913,-1.127004367,0
2015,Venezuela,-1.94072132,-1.817916249,0,1,0,-2.651244823,-1.117669117,0
2016,Venezuela,-1.658690912,-1.817916249,0,1,0,-2.710219696,-1.080328118,0
2017,Venezuela,-1.658690912,-1.735899877,0,1,0,-3.368772444,-1.313709366,0
2018,Venezuela,-1.94072132,-1.808803319,0,1,0,-3.545697063,-1.500414366,0
2019,Venezuela,-1.752701048,-1.699448156,0,1,0,-3.476893044,-1.379056116,0
2006,Vietnam,-1.094630094,-1.590092994,0,1,0,-1.058923253,-1.603102115,0
2007,Vietnam,-0.906609822,-1.590092994,0,1,0,-1.127727271,-1.752466114,1
2008,Vietnam,-0.718589549,-1.590092994,0,1,0,-1.068752398,-1.117669117,1
2009,Vietnam,-0.718589549,-1.590092994,0,1,0,-1.009777525,-1.061657618,1
2011,Vietnam,-1.18864023,-1.362269738,0,1,0,-0.950802652,-0.54821887,1
2012,Vietnam,-1.094630094,-1.362269738,0,1,0,-0.980290089,0.450652875,1
2013,Vietnam,-0.812599685,-1.362269738,0,1,0,-1.009777525,0.357300375,1
2014,Vietnam,-0.624579413,-1.362269738,0,1,0,-1.029435816,0.366635625,1
2015,Vietnam,-0.154528732,-1.362269738,0,1,0,-0.940973507,0.357300375,1
2016,Vietnam,-0.060518595,-1.362269738,0,1,0,-0.71490316,0.768051373,1
2017,Vietnam,-0.154528732,0.218823653,0,1,0,-0.872169488,0.777386623,1
2018,Vietnam,-0.248538868,0.068460305,0,1,0,-0.80336547,0.366635625,1
2019,Vietnam,-0.060518595,0.223380119,0,1,0,-0.587124269,0.413311875,1
2011,Yemen,-1.94072132,-0.678799972,0,1,0,-0.695244869,0.637357874,0
2012,Yemen,-1.658690912,-0.678799972,0,1,0,-0.587124269,0.628022624,0
2013,Yemen,-1.282650367,-0.678799972,0,1,0,-0.528149396,0.628022624,0
2014,Yemen,-1.376660503,-0.678799972,0,1,0,-0.567465978,0.712039873,0
2006,Zambia,-1.282650367,0.232493049,0,1,0,-0.439687086,-0.800270619,0
2007,Zambia,-1.000619958,-0.223153462,0,1,0,-0.498661959,-0.370849121,0
2008,Zambia,-0.342549004,-0.223153462,0,1,0,-0.498661959,-0.333508121,0
2009,Zambia,-0.154528732,-0.678799972,0,1,0,-0.459345377,-0.333508121,0
2011,Zambia,-0.154528732,-0.678799972,0,1,0,-0.154641867,0.712039873,0
2012,Zambia,0.033491541,-0.678799972,0,1,0,-0.292249904,0.702704623,0
2013,Zambia,0.127501677,-0.678799972,0,1,0,-0.252933322,0.702704623,0
2014,Zambia,0.221511813,-0.678799972,0,1,0,-0.085837849,0.917415372,0
2015,Zambia,0.503542222,-0.678799972,0,1,0,-0.252933322,0.189265876,0
2016,Zambia,0.409532086,-0.678799972,0,1,0,-0.243104176,0.319959375,0
2017,Zambia,0.221511813,0.214267188,0,1,0,-0.537978541,0.329294625,0
2018,Zambia,-0.060518595,0.050234444,0,1,0,-0.685415724,0.329294625,0
2019,Zambia,-0.154528732,0.004669793,0,1,0,-0.754219742,-0.202814622,0
2006,Zimbabwe,-0.624579413,-1.590092994,0,1,0,-2.729877987,-2.57396811,0
2007,Zimbabwe,-0.812599685,-1.590092994,0,1,0,-2.877315169,-2.069864613,0
2008,Zimbabwe,-0.812599685,-1.590092994,0,1,0,-3.123043807,-1.808477614,0
2009,Zimbabwe,-0.812599685,-1.817916249,0,1,0,-3.7914257,-2.275240112,0
2011,Zimbabwe,-0.624579413,-1.817916249,0,1,0,-3.850400573,-2.779343609,0
2012,Zimbabwe,-0.624579413,-1.590092994,0,1,0,-3.437576462,-2.275240112,0
2013,Zimbabwe,-0.718589549,-1.590092994,0,1,0,-3.211506116,-2.275240112,0
2014,Zimbabwe,-0.812599685,-1.590092994,0,1,0,-2.533295077,-1.920500613,0
2015,Zimbabwe,-0.342549004,-1.590092994,0,1,0,-2.326883021,-1.528420115,0
2016,Zimbabwe,-0.154528732,-1.590092994,0,1,0,-2.267908149,-2.293910612,0
2017,Zimbabwe,-0.342549004,-0.80182453,0,1,0,-1.69781771,-2.051194113,0
2018,Zimbabwe,-0.342549004,-0.788155135,0,1,0,-1.69781771,-0.52954837,0
2019,Zimbabwe,-0.248538868,-0.692469368,0,1,0,-2.051666948,-0.445531121,0
2006,EU,0.660743963,0.808988496,0,1,5,0.472497194,0.362839552,0
2007,EU,0.771746814,0.825944512,0,1,9,0.494652905,0.72852528,0
2008,EU,0.768166077,0.83442252,0,1,13,0.557897387,0.702942328,0
2009,EU,0.671486174,0.87681256,0,1,23,0.570787982,0.699932569,0
2011,EU,0.58912922,0.851378536,0,1,36,0.608654105,0.896319348,0
2012,EU,0.549741111,0.842900528,0,1,40,0.50029254,0.839133926,0
2013,EU,0.553321849,0.83442252,0,1,48,0.538964325,0.812798534,0
2014,EU,0.567644797,0.83442252,0,1,64,0.581261591,0.95651453,0
2015,EU,0.786069763,0.83442252,0,1,71,0.594957848,0.992631639,0
2016,EU,0.936460723,0.808988496,0,1,71,0.587706888,0.993384078,0
2017,EU,0.943622197,1.085032435,0,1,75,0.642894749,0.903091306,0
2018,EU,0.96510662,1.043829316,0,1,76,0.721446812,0.894062029,0
2019,EU,0.968687357,1.060954892,0,1,76,0.69848544,0.807531456,0.08
